ROADIE	Band hand
TAKES	Film editor's raw material
TAKESIN	Suckers
TAKESTO	Becomes fond of
TALC	Soapy mineral
TALIA	Sly's "Rocky" co-star
TALK	Radio format
TALKY	Overstuffed with dialogue
TALL	At risk from ceiling fans
TALLLTTES	Coffee bar orders
TAM	Skye cap
TAMERS	They crack the whip at work
TANK	Fail miserably
TANNERS	Hide workers
TANS	Salon offerings
TANTRA	Hindu text
TAO	Way, out east
TAOS	Sometime home of Georgia O'Keeffe
TAOS	Southwestern art colony
TAP	Choose
TAP	Draft source
TAP	Keg part
TAPED	Not live
TAPS	Last call?
TAPSHOES	Pair for Bill "Bojangles" Robinson
TAR	Ship sealer
TAR	Street sealer
TARA	Home in a 1936 novel
TARA	Home in a 1936 novel
TARA	Neighbor of Twelve Oaks
TAROT	The Lightning-Struck Tower, for one
TARS	They may be on top of the deck
TART	Like Granny Smith apples
TAS	Some intro-level educators at a univ.
TASS	News agcy. founded in 1925
TASTES	Likes
TATA	Cheerio!
TATA	See ya
TATA	Toodle-oo!
TATA	Breezy send-off
TATAR	Golden Horde member
TATE	London gallery
TATER	67-Across, in slang
TATER	Home run, in slang
TATI	Play Time actor/director
TATI	Creator of Monsieur Hulot
TATTOOER	Needlework artist
TAU	Ancient symbol of life
TAU	Frat letter
TAU	Greek cross
TAU	Letter before upsilon
TAU	Letter before upsilon
TAU	Torque symbol
TAU	Torque symbol
TAURUS	Ford introduction of 1986
TAUT	Stretched
TAUTSHELL	Feature of a crab ready to molt?
TAXIS	Approaches a terminal
TAXLW	It was used to get Capone
TAXTIP	Accountant's advice
TAXTIP	Advice from an accountant
TAYE	Diggs of "Rent"
TBA	TV sched. abbr.
TBA	TV sched. abbr.
TBILL	Govt. security
TBOLT	Letter-shaped fastener
TBONE	Steakhouse order
TEA	Drink available in black, white, green and red
TEA	Leaves for a drink
TEA	Leaves for a drink
TEA	Some like it hot
TEA	Some like it hot
TEABA	Brewing need
TEACART	Service holder
TEAGARDEN	Place to sip alfresco
TEAM	Bulls or Bears
TEAMMONIKER	Fighting Irish or "Crimson Tide"
TEAMO	Mexican cigar brand
TEAMTEACHING	Coach's job description?
TEAMUP	Join forces
TEARING	Making the rent?
TEAROPEN	Unwrap with gusto
TEAS	Lipton line
TEASDALE	Love Songs poet
TEASE	Needle
TECH	PC doctor
TECS	Gumshoes
TED	Ohio governor Strickland
TED	Slugger Williams
TEDDY	Frederick's of Hollywood buy
TEE	Ball point?
TEE	Place for a drive
TEEM	Swarm
TEEN	Fake ID user, often
TEEN	Many a new driver
TEEN	Typical MTV viewer
TEENA	Lovergirl singer ___ Marie
TEENS	Many fake ID users
TEENSY	Microscopic
TEENSY	Minuscule
TEENSY	Minute
TEENY	Minute
TEETHE	Cut canines
TEETIMES	Course requirements, often
TEEVEES	Best Buy buys, informally
TEHEE	A little laughter
TEHEED	Tittered
TEJANO	Los Palominos' music
TEL	Business card abbr.
TEL	Business card abbr.
TELE	Prompter prefix
TELETHY	Meeting of the minds?
TELEVISIONSETS	#
TELL	Blow the whistle
TEM	Pro ___
TEMP	Office aide
TEMP	Office helper
TEMPLE	The Parthenon, for one
TEMPOS	Playing speeds
TEN	Hamilton's bill
TENABLE	Sound
TENCENT	Outmoded kind of store
TENDRIL	Vine offshoot
TENEMENTS	Overcrowded housing
TENERIFE	Largest of the Canary Islands
TENNISSHOES	Present for those who serve
TENOR	Thrust
TENORS	Caruso and Carreras
TENSES	Grammarian's concerns
TENTACLE	Sea anemone part
TEO	Auto racer Fabi
TEPID	Hardly enthusiastic
TERESA	Mother of Calcutta
TERESA	Mother of mercy
TERM	Period
TERMINAL	Grand Central, for one
TERN	Sea swallow
TERNOFEVENTS	News show that's for the birds?
TERRA	Land, to Lucretius
TERRAIN	Military map's focus
TERRE	Grenoble ground
TERRI	Country singer Gibbs
TERSEST	Minimally worded
TESL	Wireless pioneer
TESLA	Famous coil creator
TESLAS	Induction units
TESLAS	Magnetic flux density units
TESS	Working Girl girl
TEST	Class act?
TEST	Job for a marketer
TEST	Marketing event
TESTS	Blood work, e.g.
TESTY	Snappish
TETES	Beret bearers
TETES	French beans?
TETONS	View from Jackson Hole
TETRA	Neon swimmer
TETRYL	Compound used as a detonator
TEX	Cowpoke's nickname
TEXTEDITORS	Cousins of word processors
TGI	___ Friday's
TGIF	Weekend-lover's cry
THAR	Whaler's direction
THARP	Movin' Out choreographer
THAT	Just one of those things
THAT	One of those things?
THATSALL	Haven't got any more
THE	Useful article
THEATRE	West End attraction
THEBATTYSTATE	Zaniness?
THEBETSY	1971 Harold Robbins bestseller
THEBIRTHOFTHEBLUES	Sammy Davis Jr. signature song
THEBULLMSEPARTY	Backer of Teddy's 1912 campaign
THECOKEBEARS	Cola ad critters?
THEDA	Vamp Bara
THEE	For whom the bell tolls
THEFED	Prime determiner
THEHONEYMNERS	Sitcom set in Brooklyn
THEISM	Belief system
THELASTPICTURESHOW	Jeff Bridges film sponsored by an auto additive
THELOINKING	Best butcher in the world?
THELONERANGER	John Reid's alter ego
THELONGARMOFTHEOUTLAW	Physical advantage for a shoplifter?
THEMAJESTIC	2001 Jim Carrey flop
THEMARCHHARE	Participant in a literary tea party
THEN	In the past
THENATURALGAS	Not just any home fuel?
THEO	Kojak's first name
THEO	Vincent van Gogh's brother
THEOC	Fox premiere of August 2003
THEONION	Satirical weekly newspaper
THEPICKWICKPAPERS	Story first published serially in 1836 and 1837
THEREDPONY	& 41-Down: Profitable/unprofitable books?
THERMOS	Lunchbox item
THESE	This, this and this
THETA	Angle symbol
THETA	Angle symbol, in trig
THEWEB	Surfing spot
THICK	Boneheaded
THIEVE	Steal
THIN	Pizza-ordering choice
THIRST	Ardent desire
THIRTY	Number signifying "the end" on a wire story
THIS	Anything but that?
THO	But, briefly
THO	But, briefly
THO	But, cut?
THOM	Yorke of rock's Radiohead
THOR	Red-bearded god
THORNS	Stickers
THOU	Grand
THRIFT	S & L, e.g.
THRONE	Seat of power
THRU	Highway sign word
THRUSH	Plump songbird
THRUST	Military attack
THUD	Land heavily
THUD	You could come down with it
THUMB	Finger raised on the shoulder
THUMBS	Tries to get picked up
THURS	Cal. column
THURSTON	Lovey's hubby on "Gilligan's Island"
TIA	Hermana de la madre
TIARA	Homecoming queen adornment
TIARA	It's fit for a queen
TIBET	The roof of the world
TICS	Uncontrollable movements
TIDAL	Like some currents
TIE	Brooks Brothers buy
TIE	No-win situation
TIE	Overtime cause
TIE	Overtime cause
TIE	Ring around the collar?
TIE	Trash bag accessory
TIED	Even
TIEDALLNIGHT	Having an overtime that lasted until dawn?
TIEIN	Fast food toy, often
TIEINTO	Connect with
TIER	Rank
TIERED	Like wedding cakes
TIERS	Stadium levels
TIFFANYLAMP	Present for one needing illumination
TIL	No later than, informally
TILE	It may have a glazed look
TILLDTH	Wedding words
TILLIE	Toiler of old comic strips
TILLIE	Toiler of old comics
TILT	Join the jousts
TIME	Stop the game!
TIME	Byron's "avenger"
TIMEFORPLAYING	Recess?
TIMELAG	Delay
TIMELY	Opportune
TIMERS	Parking meter parts
TIN	It measures 1.5 on the Mohs scale
TIN	Pewter component
TIN	Tenth-anniversary gift
TIN	Tenth-anniversary gift
TINA	Funny Fey
TINE	Antler branch
TINE	Fork feature
TINEA	Case for a dermatologist
TINEAR	Karaoke singer's liability
TINEAR	Music class impediment
TINIEST	Hardest to see with the naked eye
TINMAN	Heartless fellow
TIREIRON	Car bar
TITANIC	Headline maker of April 1912
TITLE	Boxer's dream
TITLE	Boxer's dream
TITO	Bandleader Puente
TKO	Ref's decision
TKOS	Bout enders, for short
TKOS	Bout enders, for short
TLC	Special attention, for short
TMAN	Counterfeiter's foe
TMAN	Fed
TMAN	IRS enforcer
TMOBILE	Starbucks' WiFi partner
TNN	Former name of Spike TV
TNN	Network originally based at Opryland
TNN	Spike TV, once
TNT	Big bang letters
TOAD	Tongue-flicking critter
TOAHEAD	Where critical things come
TOAST	Drink at the dais
TOAT	Just right
TOD	Dracula director Browning
TODATE	Currently
TODDLE	Take baby steps
TOE	Ballerina's pivot
TOE	Low digit
TOE	Shoe's tip
TOEPIECE	Ski binding part
TOEPIECE	Wingtip, e.g.
TOES	Low digits
TOES	Low digits
TOES	Nail settings
TOETOTOE	In direct confrontation
TOFU	Health food store offering
TOGA	Garment for Gaius
TOIL	Labor
TOIL	Sweat producer
TOIL	Work like a dog
TOIT	Hop ___!
TOJO	Axis leader
TOJO	Pearl Harbor attack orderer
TOKORI	Location of bridges in a Michener title
TOLEDO	Holy city?
TOLET	Flat sign
TOLIFE	Tevye's toast
TOM	Nicole's ex
TOMATO	Heckler's weapon
TOME	Big book
TOMES	Weighty works
TON	Heavy weight
TON	Ore amount
TONER	Moneymaker for HP
TONERS	Copier supplies
TONG	Chinese secret society
TONI	Author Morrison
TONO	Up ___ good
TONUS	Normal muscle tension
TONY	Stylish
TOOKADROP	COUGH MEDICINES...
TOOKCARE	Was cautious
TOOKTO	Started liking
TOOLS	Home Depot array
TOOTHPASTE	It's applied with a brush
TOOTLE	Play a piccolo
TOOTSSHOR	Celebrated New York restaurateur
TOP	Best
TOP	Do better than
TOP	Honcho's place
TOP	Outdo
TOP	President's place
TOPAZ	1969 Hitchcock spy thriller
TOPICS	Stuff to talk about
TOPMAN	Honcho
TOPROW	Location of inexpensive seats
TOPTEN	Hit list
TOR	Rocky pinnacle
TORA	Said three times, a 1970 movie
TORE	Sprinted
TORI	Spelling on TV
TORINO	2006 Olympics site
TORME	Leader of the Mel-Tones
TORME	Melodic Mel
TORO	Big name in mowers
TOROS	Fiesta de ___ (bullfight)
TOROS	Ring masters?
TORRES	Gina of TV's "Firefly"
TORT	Suit case?
TORTES	Patisserie buys
TORTURE	Dungeon doings
TOSCA	Role for Renata Tebaldi
TOSEE	We love ___ you smile (old McDonald's slogan)
TOSHIBA	Samsung competitor
TOSS	Have a restless night
TOSS	Pitch
TOSS	Sling
TOT	Little one
TOTAL	Utter
TOTE	Schlep
TOTED	Conveyed
TOTEM	Clan carving
TOTEM	Clan emblem
TOTHISDAY	Even now
TOTO	Wizard's unveiler
TOTOE	From head ___
TOUCHE	Rueful reply
TOUR	It may be packaged
TOUR	Play on the road
TOURISTTARP	Covering on the Maid of the Mist?
TOUSLE	Muss
TOUTS	Promotes
TOW	Drag along
TOWELED	Dried, in a way
TOWNIE	New Haven local
TOWNSEND	Charlie's last name on "Charlie's Angels"
TOYED	Was flirtatious
TPKS	Toll rds.
TRA	Singalong syllable
TRACI	Bingham of "Baywatch"
TRADE	Give and take?
TRADE	Occupation
TRAGEDIAN	Shakespeare, at times
TRAIL	Have some catching up to do
TRAILS	Places for hikers and bikers
TRAIT	Quality
TRAMPLE	Walk all over
TRAP	Green flanker
TRASHY	Cheap
TRE	It's past due
TREAD	Puma feature
TREASON	High crime
TREE	Family structure?
TREE	Hierarchical chart
TREK	Long haul
TREO	BlackBerry rival
TREPID	Fearful
TRESPASS	Cross the line, perhaps
TRESS	Head lock
TRESSES	Locks
TREY	Good card for lowball
TREY	Good card for lowball
TRI	Half of hex-
TRI	Hex- halved
TRI	Numerical prefix
TRIANGLE	Awkward romantic situation
TRIBORO	Big Apple bridge, informally
TRIBORO	Like NYC's Bridge Authority
TRIG	Pre-calc. course
TRIKE	Tot's transportation
TRILL	Musical ornament
TRIM	Reduce, as a budget
TRIMTHEBUDGET	Solve a problem of overspending
TRINI	Lemon Tree singer Lopez
TRINI	Singer Lopez
TRIO	The Dixie Chicks, e.g.
TRIOLET	Eight-line poem
TRIP	Junket
TRIPE	Poppycock
TRIPLESEC	Drink order at the Ballpark Bar & Grill
TRIPSUP	Causes to blunder
TRIPUP	Expose in a blunder
TROIS	A crowd in Paris
TROJAN	Paris, for one
TROPE	Figure of speech
TROPICOFCAPRICORN	1939 Henry Miller book
TROT	Brisk pace
TROT	Race pace
TROT	Sulky race
TROTS	Harness races
TROUNCE	Defeat and then some
TROUPE	Traveling company
TROWEL	Mason's tool
TRU	Broadway bio of 1989
TRU	Robert Morse stage show
TRUEST	Most faithful
TRUEST	Most loyal
TRUMPET	Chris Botti's instrument
TRUSTY	Staunch
TRY	Endeavor
TRYST	Covert meeting
TSA	Luggage inspection org.
TSAR	Winter Palace occupant
TSE	Fashionable cashmere company
TSE	Site of Japanese trading: Abbr.
TSETSE	Equatorial pest
TSETSES	Bloodsucking flies
TSP	Sixth of a fl. oz.
TSPS	Cocoa powder amts.
TSTRAP	Women's shoe type
TSUNAMI	Wave of destruction
TUCKS	Tailor's pleats
TUCSON	Spring training home of the White Sox and Rockies
TUE	Cal. column heading
TUE	Election Day abbr.
TUG	Port pusher
TULIP	Cup-shaped flower
TULL	Rock's Jethro ___
TUN	Wine cask
TUNA	Melt base
TUNEIN	Be attentive
TUNERS	Upright workers?
TUNICS	High-collared jackets
TURBINE	Wind farm sight
TUREEN	Cock-a-leekie container
TURKEYTORT	Wrongful act in Istanbul?
TURN	Navigation system suggestion
TURNSON	Becomes suddenly hostile to
TURNSRED	Blushes
TVA	Major govt.-owned power producer
TVS	Remote targets
TVSET	Circuit City buy
TWAS	Jabberwocky opener
TWAS	Jabberwocky opener
TWEEDS	Coarse suits
TWERE	___ good you do so much for charity: Portia
TWERP	Annoying pest
TWICE	Doubly
TWISTINTHEWIND	Be abandoned in trouble
TWISTS	Whodunit surprises
TWIT	Poke fun at
TWO	Binary base
TWO	Date movie request
TWOD	Lacking depth
TWOHOUR	Like some parking
TWOOUT	Like a situation in which to avoid a sacrifice
TWOPAIRS	Three of a kind beats them
TWOS	Jefferson bills
TWOS	Noah count?
TWOSTATENICKNAMES	What each of eight of this puzzle's answers consists of
TYBALT	Shakespeare's "Prince of Cats"
TYE	Line for hoisting a mast
TYLER	President with 15 children
TYNE	Daly of "Judging Amy"
TYNE	Sharon's "Cagney & Lacey" co-star
TYPEO	Universal donor classification
TYPICAL	Representative
TYPO	Key blunder
UCLA	Campus south of Sunset Blvd.
UCLA	Troy Aikman's alma mater
UDALL	Big name in Arizona politics
UEY	Slangy turnaround
UFOS	Radar anomalies
UGH	Sound of disgust
UGLIS	Wrinkly fruit
UHF	Channels above 13
UHOH	Houston, we have a problem
UHS	Speech fillers
UIE	Road reversal, in slang
UKE	Aloha Oe accompaniment
UKE	Luau instrument
UKES	Aloha Oe accompaniers
UKES	Luau entertainment
UKES	Some luau entertainment
UKES	They're picked by some Hawaiians
UKR	Hung. neighbor
UKR	Pol. neighbor
UKR	Pol. neighbor
ULAN	___ Bator
ULE	Diminutive suffix
ULM	Einstein's birthplace
ULNAE	Radii relatives
ULNAE	They're parallel to radii
ULSTER	Long, loose overcoat
ULT	Last: Abbr.
UMA	First name in the "Kill Bill" cast
UMA	John's "Be Cool" co-star
UMA	June's portrayer in "Henry & June"
UMA	She played Mia in "Pulp Fiction"
UMASS	Amherst sch.
UMATHURMAN	Tape star who wraps about algebra?
UMP	Person in a mask
UMPIRE	Decision maker at home
UNA	___ voce poco fa (Rossini aria)
UNCAE	Set free
UND	Cologne conjunction
UNDO	Bring to ruin
UNDO	Software menu option
UNE	A, abroad
UNE	Arles article
UNEASE	Anxiety
UNEATEN	Left over
UNESCO	Awarder of the Intl. Simón Bolívar Prize
UNESCO	Paris-based peace agcy.
UNFOLDED	Developed
UNHIP	Stodgy
UNHIT	Free of tackles
UNION	It's in the shop
UNIONREP	One who talks to the boss
UNIONS	Mergers
UNIT	Army outfit
UNIT	Course division
UNIT	Housing complex purchase
UNIT	Kind of trust
UNIT	Troop group
UNITAS	Three-time NFL Player of the Year
UNITE	Bind
UNITE	Bond
UNLIT	Dark
UNMR	Prepare to push off
UNNAMED	Anonymous
UNO	Game with Draw Two cards
UNO	Get-rid-of-your-cards game
UNREAL	Fantastic
UNSEAT	Boot from office
UNSER	Big name at Indy
UNSER	Racing family surname
UNSHOD	Like wild horses
UNSTOP	Clear of clogs
UNTAME	Wild
UNTANGLE	Straighten out
UNTIE	Loosen
UNTO	Biblical preposition
UNTO	Golden Rule word
UNTRIMMED	Like Rip Van Winkle's beard
UOMO	Man of Pisa
UPABOVE	In the sky
UPANDATEM	Morning cry
UPAT	___ the crack of dawn
UPATREE	Done for
UPCLOSE	Providing firsthand knowledge
UPDOC	What's ___? (cartoon catchphrase)
UPFORIT	Jazzed
UPI	Noted news serv.
UPIS	Breaking ___ Hard to Do
UPLIFTING	Inspirational
UPLIT	Bathed from below
UPN	Buffy's old network
UPON	Knowledgeable about
UPPER	Like the nosebleed seats
UPSET	Court surprise
UPSIDE	Good aspect
UPTURNED	Like faces at a fireworks show
URAL	River to the Caspian Sea
URALS	Asia boundary range
URDU	Official language of Pakistan
URI	William Tell's birthplace
URIS	The Haj writer
URIS	Topaz author
URIS	Trinity author
URKEL	Family Matters nerd
URL	Addr. on modern business cards
URLS	Bookmarks, essentially
URLS	Browser history fill
URLS	Modern addresses, for short
URN	Caterer's coffeepot
URN	Java vessel
URN	Niche filler
URNS	Servers with spigots
URSA	Celestial bear
URSINE	Bearish
URSULA	The Little Mermaid villain
USA	Characters welcome network
USA	Psych network
USA	2002 Winter Olympics site
USA	Ryder Cup side
USAGE	Practice
USAGE	Strunk & White subject
USAID	Economic assistance for allies
USAR	Org. for part-time soldiers
USATODAY	Newspaper introduced in 1982
USDA	Choice mark
USDA	Food stamp?
USE	Bring into play
USE	Exploit
USE	Manipulate
USE	Press into service
USEAS	___ directed
USEDCAR	Lemon, perhaps
USEE	Certain plaintiff, at law
USEOF	What's the ___ Wond'rin'? ("Carousel" song)
USER	False friend
USER	One with a password, perhaps
USERS	False friends
USES	Exercises
USES	Exploits
USES	Is a bad friend to
USES	Takes off the shelf
USINGBRIDEFORCE	Curing cold feet the hard way?
USOFA	Its b'day is July 4th
USS	Constitution preamble?
USS	Enterprise intro
USSENATE	Where the V.P. is Pres.
USSMAINE	It was sunk on February 15, 1898
USSR	1984 Olympics boycotter
USSR	RWR's "evil empire"
USSR	Red letters?
USSR	Red letters?
USTEN	St. Paul-to-Fargo rte.
USUAL	Standard
USUALLY	By and large
UTAH	Home of Roy and Ogden
UTAH	Its flag bears a beehive
UTAH	Jazz venue
UTENSIL	Whisk or wok
UTEP	Sun Bowl Stadium sch.
UTES	Sporty trucks, for short
UTOPIA	More work
UTRILLO	Montmartre street-scene painter
UTTER	Complete
UTURN	About-face
UVA	Charlottesville sch.
UVA	Sch. founded by Jefferson
UVEA	Ophthalmological study
UZI	Israeli weapon
UZI	Six-Day War weapon
UZI	Special forces weapon
VAL	Batman between Michael and George
VALENTINO	INTEL/AVON merger popular with silent film fans
VAMSE	Get lost!
VAN	Boxy vehicle
VAPID	Uninspiring
VARY	Avoid uniformity
VARY	Avoid uniformity
VARY	Be inconsistent
VAST	Sweeping
VCHIP	Show stopper?
VEES	Plunging necklines
VEGAS	Excalibur setting
VEGAS	Sahara setting
VELMA	Catherine's role in "Chicago"
VELVETEEN	Material for children's clothes
VEND	Hawk
VENDEE	Buyer
VENN	Logician John for whom a diagram is named
VENOM	Gila monster's delivery
VENT	Get a load off one's chest
VENUE	Concert site
VENUS	Planet with the most circular orbit
VERB	Conjugation target
VERD	Truth, in Toledo
VERDI	I Lombardi composer
VERNE	Five Weeks in a Balloon author
VERY	Exact
VEST	Suit piece
VETO	Kill bill?
VETOER	President, at times
VIA	Itinerary word
VIA	Through
VIBES	Lionel Hampton's instrument
VICAR	Chapel figure
VIDA	Blue on the diamond
VIDAL	Empire author
VIDEOTAPESTRY	Richly detailed work from a documentarian?
VIE	Be a contender
VIED	Competed
VIKINGPRESS	Publisher of Steinbeck and Bellow
VIM	Dash
VIOL	Cello's ancestor
VIOLAS	They take bows in performances
VIPERS	Snakes in the grass
VIRTU	Love of art objects
VIRTUOSO	Masterful musician
VISA	Entry requirement
VISUALAIDA	Opera with eye-popping sets?
VOID	Word on a sample check
VOID	Word on a sample check
VOL	Remote abbr.
VOLUNTEERGEM	Donate a ruby, say?
VOTER	Target of October ads
VOWEL	I, for one
VWS	Golf and others
VWS	Golf and others
WADOFLLS	Bankroll
WAFERS	Eucharist items
WAFT	Float on the breeze
WAGE	Employee concern
WAGE	Living thing?
WAHINES	Surfer girls
WAHOOS	University of Virginia players, familiarly
WAILS	Blubbers
WAILS	Siren sounds
WAISTBANDS	Elastic settings
WAIT	Hold on!
WAIT	Mark time
WAITS	Singer Tom
WALES	Its natives call it Cymru
WALKTHELINE	I ___ (tune for Karl Wallenda?)
WALRUS	Tusked beast
WALT	Mickey's creator
WALTERHUSTON	UAL/NORTHWEST merger honoring an Oscar-winning actor
WALTERMATTHAU	Kotch star who wraps about time in office?
WAN	Blanched
WANE	Grow dim
WANNA	Bet opener?
WANNABESEDATED	I ___ (tune for King Kong?)
WAR	Simple card game
WARMS	Becomes friendly
WARN	Put on notice
WARS	General activity?
WASHOE	Reno's county
WASHONESHANDSOF	Solve a problem by disassociation
WASI	What ___ thinking?
WASSHAKY	MILK...
WASTED	Blotto
WASTES	Runs through
WATCHTHENIGHTLYGNUS	Promo for "The Daily Antelope"?
WAVES	Ocean motion
WAWA	Muted trumpet sound
WAY	Technique
WAY	Thoroughfare
WAYOUTWEST	1937 Laurel & Hardy film
WBA	Ring org.
WEAN	Withdraw by degrees
WEB	Fly catcher
WEBLOGS	Online journals
WECANT	Pessimists' proclamation
WED	Acquired in-laws
WEEKENDATBERNICES	Movie about keeping secret the death of a female boss
WELCOMETOHARDTIMES	Henry Fonda film sponsored by a cleanser
WELTY	Delta Wedding author
WENTDOWNSHARPLY	GUILLOTINES...
WENTOVER	Studied
WEPT	Turned on the waterworks
WERENTSOIRRITATING	End of the observation
WEREOFF	Bye-bye!
WESSEX	Setting for Thomas Hardy novels
WET	Not dry
WETONE	Sloppy kiss
WETTER	More rainy
WHATDOESHESEEINPEOPLE	Question about a gregarious radiologist?
WHEELOFFORTUNE	Business magazine editor?
WHELPS	Rude lads
WHILES	Passes time, with "away"
WHITEANT	Termite
WHO	Question starter
WHOAM	___ I? (common riddle question)
WHOMP	Big blow
WHYNOT	Sure!
WILLOW	Catkin bearer
WINEBARS	They offer flights
WININGSTREAK	Period of bacchanalia?
WINNOW	Reduce to only the best
WINOVER	Persuade
WIPEOFFTHEMAP	Solve a problem by annihilation
